,Village,Group ID,Member ID,Branch Name,Circle Name,Loan Amount,Product Type,Name of Model,Product Detail,Institution Name,Manufacturer Name,Loan Account Number,Loan Application Date,Product Installed Date,Document Signature Date,loan_id,household_id,product_id,branch_id,partner_id
3567,Hindiskere,27711,7,Tiptur,KARADI,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,134865,2019-03-24T00:00:00+05:30,2019-03-27T00:00:00+05:30,2019-03-24T00:00:00+05:30,57-134865,27711-7,50.0,55.0,1
3568,Shanuvalli,850608,14,Koppa,Kigga,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,300573,2018-06-13T00:00:00+05:30,2018-06-13T00:00:00+05:30,2018-06-13T00:00:00+05:30,22-300573,850608-14,38.0,22.0,1
3569,Karagadde,863217,1,Moodigere,Kalasa,14750,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,243958,2017-12-26T00:00:00+05:30,2017-12-27T00:00:00+05:30,2017-12-26T00:00:00+05:30,6-243958,863217-1,50.0,6.0,1
3570,Basavapattana,207769,8,Arkalgud,RAMANATHPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,170159,2018-09-04T00:00:00+05:30,2018-09-06T00:00:00+05:30,2018-09-04T00:00:00+05:30,68-170159,207769-8,38.0,65.0,1
3571,Kodambal,916225,8,Homnabad,Kallur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,166329,2019-01-18T00:00:00+05:30,2019-01-23T00:00:00+05:30,2019-01-18T00:00:00+05:30,154-166329,916225-8,38.0,142.0,1
3572,Maradimath,77961,9,Gokak,Mallapura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,183085,2018-07-21T00:00:00+05:30,2018-07-23T00:00:00+05:30,2018-07-21T00:00:00+05:30,47-183085,77961-9,38.0,45.0,1
3573,Salahalli,71271,3,Ramdurg,SALAHALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,101724,2018-06-28T00:00:00+05:30,2018-07-03T00:00:00+05:30,2018-06-28T00:00:00+05:30,48-101724,71271-3,38.0,46.0,1
3574,Ukkalagere,220070,2,Thirumakodlu-Narasipura,THALAKAD,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,93801,2017-12-06T00:00:00+05:30,2017-12-11T00:00:00+05:30,2017-12-06T00:00:00+05:30,69-93801,220070-2,38.0,66.0,1
3575,Alnavar,733074,7,Dandeli,Alnavara,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,212586,2018-11-21T000000+0530,2018-11-22T000000+0530,2018-11-21T000000+0530,13-212586,733074-7,38.0,13.0,1
3576,Gopanakoppa,1023911,3,Hubli,GopanaKoppa,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,374970,2019-02-27T00:00:00+05:30,2019-03-07T00:00:00+05:30,2019-02-27T00:00:00+05:30,31-374970,1023911-3,38.0,31.0,1
3577,Neginhal,910852,2,Kittur,Neginhal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,123662,2018-08-27T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-27T00:00:00+05:30,209-123662,910852-2,38.0,2574.0,1
3578,Singatagere,836782,3,Kadur,Singatagere,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,268371,2018-07-06T00:00:00+05:30,2018-07-11T00:00:00+05:30,2018-07-06T00:00:00+05:30,20-268371,836782-3,35.0,20.0,1
3579,Yalavara,565185,12,Kolar,Kasaba,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,169049,2018-01-22T00:00:00+05:30,2018-01-22T00:00:00+05:30,2018-01-22T00:00:00+05:30,142-169049,565185-12,38.0,131.0,1
3580,Hosur,675078,4,Udupi,Kokkarne,27000,Solar Light Selco,SB8HLS,8 CFL,SKDRDP,SELCO,734643,2018-06-20T00:00:00+05:30,2018-06-22T00:00:00+05:30,2018-06-20T00:00:00+05:30,11-734643,675078-4,47.0,11.0,1
3581,TUPPADAMADU,410136,1,Nagamangala,KASABA,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,100350,2018-01-18T00:00:00+05:30,2018-01-26T00:00:00+05:30,2018-01-18T00:00:00+05:30,109-100350,410136-1,37.0,101.0,1
3582,Dhanaguru,407804,5,Malavalli,HADLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,176450,2018-11-09T000000+0530,2018-11-13T000000+0530,2018-11-09T000000+0530,108-176450,407804-5,38.0,100.0,1
3583,Purahalli,567822,10,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,214708,2018-09-25T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-25T00:00:00+05:30,142-214708,567822-10,38.0,131.0,1
3584,Minajagi,945561,5,Muddebihal,MINAJIGI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,70706,2019-03-07T00:00:00+05:30,2019-03-13T00:00:00+05:30,2019-03-07T00:00:00+05:30,160-70706,945561-5,38.0,148.0,1
3585,"Kolake gadde House, Kavalamooduru Village,Kavalakatte.",641889,9,Bantwal,Vagga,45000,Solar Light Selco,S14HLS,10 CFL + 2 Fan,SKDRDP,SELCO,651654,2018-09-14T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-14T00:00:00+05:30,10-651654,641889-9,41.0,10.0,1
3586,D N DODDI,580991,1,Malur,Lakkuru,10000,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,103740,2017-12-06T00:00:00+05:30,2017-12-11T00:00:00+05:30,2017-12-06T00:00:00+05:30,145-103740,580991-1,43.0,134.0,1
3587,MADUVINAKODI,382871,12,Krishnarajapete,HARIHARA PURA,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,210703,2019-01-22T00:00:00+05:30,2019-01-25T00:00:00+05:30,2019-01-22T00:00:00+05:30,103-210703,382871-12,43.0,95.0,1
3588,MANCHNAYAKANAHALLI,591512,12,Ramanagara,BIDADI,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,102615,2018-02-05T00:00:00+05:30,2018-02-06T00:00:00+05:30,2018-02-05T00:00:00+05:30,147-102615,591512-12,37.0,136.0,1
3589,Alnavar,733260,2,Dandeli,Alnavara,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,210736,2018-10-31T000000+0530,2018-11-01T000000+0530,2018-10-31T000000+0530,13-210736,733260-2,38.0,13.0,1
3590,Shindikurbet A,79863,3,Gokak,Arabhavi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,192748,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,47-192748,79863-3,38.0,45.0,1
3591,Nirmanvi,455767,12,Manvi,Nirmanvi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,124081,2019-01-21T00:00:00+05:30,2019-01-23T00:00:00+05:30,2019-01-21T00:00:00+05:30,118-124081,455767-12,38.0,110.0,1
3592,Chincholi [R],975054,1,Chincholi,CHANDAPUR,20000,Solar Light Selco,SB4HLS,4 CFL,SKDRDP,SELCO,54106,2019-03-14T00:00:00+05:30,2019-03-19T00:00:00+05:30,2019-03-14T00:00:00+05:30,166-54106,975054-1,44.0,154.0,1
3593,Pullshamohalla,568250,9,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,213937,2018-09-20T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-20T00:00:00+05:30,142-213937,568250-9,38.0,131.0,1
3594,KRISHNA BADAVANE ATHANI,55650,10,Athani,ANANTPUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,123718,2018-09-19T00:00:00+05:30,2018-09-21T00:00:00+05:30,2018-09-19T00:00:00+05:30,43-123718,55650-10,38.0,41.0,1
3595,Hulsoor,1016369,6,Basavakalyan,Hulsoor,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,105012,2019-03-16T00:00:00+05:30,2019-03-21T00:00:00+05:30,2019-03-16T00:00:00+05:30,153-105012,1016369-6,38.0,141.0,1
3596,UNDIGANALU,368296,6,Arasikere,JAVAGAL,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,184478,2018-11-13T000000+0530,2018-11-15T000000+0530,2018-11-13T000000+0530,100-184478,368296-6,38.0,92.0,1
3597,Hiremarali,385282,9,Pandavapura,PANDAVAPURA,15500,Solar Light Selco,SH4HLS,4 COMBI Light,SKDRDP,SELCO,174015,2019-01-23T00:00:00+05:30,2019-01-24T00:00:00+05:30,2019-01-23T00:00:00+05:30,104-174015,385282-9,50.0,96.0,1
3598,Girisagar,505145,1,Bagalakote,Girisagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,77743,2018-08-30T00:00:00+05:30,2018-09-03T00:00:00+05:30,2018-08-30T00:00:00+05:30,129-77743,505145-1,38.0,120.0,1
3599,Bilinele,620647,7,Puttur,Bilinele,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,467216,2018-11-03T000000+0530,2018-11-08T000000+0530,2018-11-03T000000+0530,5-467216,620647-7,38.0,5.0,1
3600,Hirekodi,87018,6,Chikodi,Chikkodi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,167013,2018-06-05T00:00:00+05:30,2018-06-11T00:00:00+05:30,2018-06-05T00:00:00+05:30,45-167013,87018-6,38.0,43.0,1
3601,Yarramvaripalli,585096,11,Shrinivasapura,Rayalpadu,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,109159,2017-09-26T00:00:00+05:30,2017-10-02T00:00:00+05:30,2017-09-26T00:00:00+05:30,146-109159,585096-11,38.0,135.0,1
3602,Shamanevadi,1045306,5,Chikodi,BEDAKIHAL,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,172983,2018-07-03T00:00:00+05:30,2018-07-09T00:00:00+05:30,2018-07-03T00:00:00+05:30,45-172983,1045306-5,38.0,43.0,1
3603,Satnooru,391051,1,Mandya,KEREGODU,26000,Solar Light Selco,SB8HLS,8 CFL,SKDRDP,SELCO,306582,2019-02-27T00:00:00+05:30,2019-03-05T00:00:00+05:30,2019-02-27T00:00:00+05:30,105-306582,391051-1,47.0,97.0,1
3604,Santegudda,306865,9,Molakalmuru,Rampura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,97876,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,82-97876,306865-9,38.0,79.0,1
3605,Lakhanapura,89555,6,Chikodi,Akkol,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,168356,2018-06-16T00:00:00+05:30,2018-06-18T00:00:00+05:30,2018-06-16T00:00:00+05:30,45-168356,89555-6,38.0,43.0,1
3606,SANENAHALLY,360054,13,Belur,DODDAKODIHALLY,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,125263,2018-10-30T000000+0530,2018-11-02T000000+0530,2018-10-30T000000+0530,99-125263,360054-13,38.0,91.0,1
3607,Sindhanur E,470228,13,Sindhanur,Sindhanur PWD,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,110257,2019-02-23T00:00:00+05:30,2019-03-01T00:00:00+05:30,2019-02-23T00:00:00+05:30,121-110257,470228-13,38.0,113.0,1
3608,MYSORE CITY CORPORATION,219713,8,Mysore,MANDIMOHALLA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,241275,2019-03-21T00:00:00+05:30,2019-03-21T00:00:00+05:30,2019-03-21T00:00:00+05:30,70-241275,219713-8,38.0,67.0,1
3609,Gangavathi,296811,11,Gangavathi,AB Nagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,202776,2019-03-18T00:00:00+05:30,2019-03-18T00:00:00+05:30,2019-03-18T00:00:00+05:30,85-202776,296811-11,38.0,82.0,1
3610,Udbal,915585,4,Homnabad,Mustari,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,172165,2019-03-14T00:00:00+05:30,2019-03-20T00:00:00+05:30,2019-03-14T00:00:00+05:30,154-172165,915585-4,38.0,142.0,1
3611,Navanagar,106934,3,Hubli,Navanagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,326919,2018-11-01T000000+0530,2018-11-08T000000+0530,2018-11-01T000000+0530,31-326919,106934-3,38.0,31.0,1
3612,Neharunagara,914301,11,Dharwad,Nigadi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,254594,2019-02-27T00:00:00+05:30,2019-03-06T00:00:00+05:30,2019-02-27T00:00:00+05:30,30-254594,914301-11,38.0,30.0,1
3613,Sangondahalli,567991,5,Kolar,Purasabe,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,214131,2018-09-20T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-20T00:00:00+05:30,142-214131,567991-5,38.0,131.0,1
3614,Mayasandra,1010353,5,Anekal,Atthibele,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,50100,2018-01-02T00:00:00+05:30,2018-01-03T00:00:00+05:30,2018-01-02T00:00:00+05:30,174-50100,1010353-5,38.0,2513.0,1
3615,Kaarehalli,27694,17,Tiptur,KAREHALLI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,135332,2019-04-03T00:00:00+05:30,2019-04-05T00:00:00+05:30,2019-04-03T00:00:00+05:30,57-135332,27694-17,38.0,55.0,1
3616,Halsuru,850670,15,Koppa,Balehonnur,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,299898,2018-05-31T00:00:00+05:30,2018-06-07T00:00:00+05:30,2018-05-31T00:00:00+05:30,22-299898,850670-15,35.0,22.0,1
3617,Hanagodu,210451,9,Hunsur,HANAGODU,10000,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,144827,2018-09-21T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-21T00:00:00+05:30,72-144827,210451-9,43.0,69.0,1
3618,RAJENAHALLI,581435,7,Malur,Kudiyanuru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,135888,2018-09-21T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-21T00:00:00+05:30,145-135888,581435-7,38.0,134.0,1
3619,Kamalnagar (CT),926986,2,Aurad,KAMALANAGAR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,67461,2018-09-17T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-17T00:00:00+05:30,156-67461,926986-2,38.0,144.0,1
3620,Kodiyal C,130879,12,Ranebennur,Ranebennur 02,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,126628,2018-11-20T000000+0530,2018-11-22T000000+0530,2018-11-20T000000+0530,34-126628,130879-12,38.0,34.0,1
3621,NEKKUNDHI PETE,560418,6,Chintamani,CHINTAMANI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,122787,2018-09-18T00:00:00+05:30,2018-09-19T00:00:00+05:30,2018-09-18T00:00:00+05:30,141-122787,560418-6,38.0,130.0,1
3622,Belagalapete,176846,3,Hanagal,Belgalpete,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,94137,2018-09-22T00:00:00+05:30,2018-09-24T00:00:00+05:30,2018-09-22T00:00:00+05:30,65-94137,176846-3,38.0,62.0,1
3623,SIRIMANDAL,921657,1,Bidar,GADAGI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,126029,2018-09-19T00:00:00+05:30,2018-09-26T00:00:00+05:30,2018-09-19T00:00:00+05:30,155-126029,921657-1,38.0,143.0,1
3624,Thalamakki,851407,4,Koppa,N.R.Pura Kasaba,13800,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,296339,2018-04-26T00:00:00+05:30,2018-05-01T00:00:00+05:30,2018-04-26T00:00:00+05:30,22-296339,851407-4,36.0,22.0,1
3625,Hebbalagere,280463,10,Channagere,Benkikere,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,183304,2018-09-06T00:00:00+05:30,2018-09-10T00:00:00+05:30,2018-09-06T00:00:00+05:30,91-183304,280463-10,38.0,88.0,1
3626,Bidarahalli  Village Panchayatha,226875,2,Heggadevanakote,BEECHANAHALLI,10000,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,80764,2018-01-02T00:00:00+05:30,2018-01-03T00:00:00+05:30,2018-01-02T00:00:00+05:30,66-80764,226875-2,43.0,63.0,1
3627,Navanagar,105091,16,Hubli,Navanagar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,375006,2019-02-27T00:00:00+05:30,2019-03-07T00:00:00+05:30,2019-02-27T00:00:00+05:30,31-375006,105091-16,38.0,31.0,1
3628,Moraba  A,1030596,9,Navalgunda,Alagawadi,2500,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,106977,2018-08-31T00:00:00+05:30,2018-09-06T00:00:00+05:30,2018-08-31T00:00:00+05:30,32-106977,1030596-9,38.0,32.0,1
3629,Chinnenahalli,355525,19,Sakleshpura,BALLUPETE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,164677,2018-11-13T000000+0530,2018-11-15T000000+0530,2018-11-13T000000+0530,133-164677,355525-19,38.0,124.0,1
3630,Saraswathapura,103059,1,Dharwad,Nuggikeri,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,185956,2018-06-21T00:00:00+05:30,2018-06-22T00:00:00+05:30,2018-06-21T00:00:00+05:30,30-185956,103059-1,38.0,30.0,1
3631,HULAGI,301534,2,Koppal,HULAGI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,204650,2018-11-17T000000+0530,2018-11-19T000000+0530,2018-11-17T000000+0530,86-204650,301534-2,38.0,83.0,1
3632,Nandi,550502,5,Chikkaballapura,NANDI,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,135176,2019-01-07T00:00:00+05:30,2019-01-07T00:00:00+05:30,2019-01-07T00:00:00+05:30,139-135176,550502-5,38.0,128.0,1
3633,Melmanhatti,76112,1,Gokak,Konnur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,183413,2018-07-26T00:00:00+05:30,2018-07-26T00:00:00+05:30,2018-07-26T00:00:00+05:30,47-183413,76112-1,38.0,45.0,1
3634,Shira,43988,5,Sira,Shira,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,124716,2018-11-19T000000+0530,2018-11-19T000000+0530,2018-11-19T000000+0530,54-124716,43988-5,38.0,52.0,1
3635,DODDI ROAD,345424,11,Hasana,SATHYAMANGALA,11500,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,249478,2018-10-29T000000+0530,2018-11-01T000000+0530,2018-10-29T000000+0530,132-249478,345424-11,36.0,123.0,1
3636,Karkeshwar,851607,5,Koppa,Jayapura,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,244478,2017-10-07T00:00:00+05:30,2017-10-12T00:00:00+05:30,2017-10-07T00:00:00+05:30,22-244478,851607-5,38.0,22.0,1
3637,MadaShirawar,472006,3,Sindhanur,Salagundha,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,86614,2018-07-07T00:00:00+05:30,2018-07-10T00:00:00+05:30,2018-07-07T00:00:00+05:30,121-86614,472006-3,38.0,113.0,1
3638,MOTHAKAPALLI,575990,6,Mulubagilu,TAYALUR,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,170789,2019-01-21T00:00:00+05:30,2019-01-25T00:00:00+05:30,2019-01-21T00:00:00+05:30,144-170789,575990-6,38.0,133.0,1
3639,Ankali,85234,10,Chikodi,Ankali,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,172606,2018-07-02T00:00:00+05:30,2018-07-02T00:00:00+05:30,2018-07-02T00:00:00+05:30,45-172606,85234-10,38.0,43.0,1
3640,MYSORE CITY CORPORATION,219334,3,Mysore,MANDIMOHALLA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,234920,2019-01-23T00:00:00+05:30,2019-01-24T00:00:00+05:30,2019-01-23T00:00:00+05:30,70-234920,219334-3,38.0,67.0,1
3641,Harkud,1016595,5,Basavakalyan,Algood,20000,Solar Light Selco,SB4HLS,4 CFL,SKDRDP,SELCO,77214,2018-09-20T00:00:00+05:30,2018-09-25T00:00:00+05:30,2018-09-20T00:00:00+05:30,153-77214,1016595-5,44.0,141.0,1
3642,GORURU,606706,6,Magadi,SOLURU,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,55392,2017-10-09T00:00:00+05:30,2017-10-13T00:00:00+05:30,2017-10-09T00:00:00+05:30,150-55392,606706-6,37.0,139.0,1
3643,KARKALA TOWN,663135,6,Karkala,KARKALA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,946144,2019-01-15T00:00:00+05:30,2019-01-21T00:00:00+05:30,2019-01-15T00:00:00+05:30,3-946144,663135-6,38.0,3.0,1
3644,Malghan,940418,1,Basavan Bagevadi,Kolhar,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,61542,2018-10-30T000000+0530,2018-11-01T000000+0530,2018-10-30T000000+0530,159-61542,940418-1,38.0,147.0,1
3645,AMBEDKAR NAGAR,576239,1,Mulubagilu,MULBAGAL,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,166595,2018-11-13T000000+0530,2018-11-19T000000+0530,2018-11-13T000000+0530,144-166595,576239-1,35.0,133.0,1
3646,Hospete,432335,2,Hosapete,PATEL NAGAR,1240,Cook Stove GSSV3,GSSV3,,SKDRDP,Greenway Grameena Infra,101419,2017-10-18T00:00:00+05:30,2017-10-25T00:00:00+05:30,2017-10-18T00:00:00+05:30,113-101419,432335-2,37.0,105.0,1
3647,Kalgi,985214,5,Chitapur,Kalagi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,118699,2019-01-19T00:00:00+05:30,2019-01-21T00:00:00+05:30,2019-01-19T00:00:00+05:30,168-118699,985214-5,38.0,156.0,1
3648,Yandigeri,515465,6,Badami,Fhakirbudhihal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,136711,2019-03-25T00:00:00+05:30,2019-03-26T00:00:00+05:30,2019-03-25T00:00:00+05:30,130-136711,515465-6,38.0,121.0,1
3649,Hulluru,329531,3,Chitradurga,Hireguntnuru,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,303631,2019-01-16T00:00:00+05:30,2019-01-21T00:00:00+05:30,2019-01-16T00:00:00+05:30,81-303631,329531-3,38.0,78.0,1
3650,Hidakal,90574,3,Raybag,Hidkal,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,131480,2018-05-29T00:00:00+05:30,2018-06-01T00:00:00+05:30,2018-05-29T00:00:00+05:30,44-131480,90574-3,38.0,42.0,1
3651,JAVAGAL,365216,7,Arasikere,HARANAHALLI,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,190739,2019-02-22T00:00:00+05:30,2019-03-07T00:00:00+05:30,2019-02-22T00:00:00+05:30,100-190739,365216-7,35.0,92.0,1
3652,Kallambella,43745,1,Sira,Shira,10500,Solar Light Selco,SB2HLS,2 CFL,SKDRDP,SELCO,87760,2018-01-04T00:00:00+05:30,2018-01-09T00:00:00+05:30,2018-01-04T00:00:00+05:30,54-87760,43745-1,43.0,52.0,1
3653,Wajjal,995718,9,Shorapur,Hunsgi,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,101437,2019-01-11T00:00:00+05:30,2019-01-16T00:00:00+05:30,2019-01-11T00:00:00+05:30,170-101437,995718-9,38.0,158.0,1
3654,Karnakuppe,212849,1,Hunsur,KARNAKUPPE,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,115724,2018-02-17T00:00:00+05:30,2018-02-19T00:00:00+05:30,2018-02-17T00:00:00+05:30,72-115724,212849-1,38.0,69.0,1
3655,Kudhrigi,705261,9,Honnavar,Idugunji,14000,Solar Light Selco,EH4HLS,4 LED Light,SKDRDP,SELCO,379493,2017-12-09T00:00:00+05:30,2017-12-13T00:00:00+05:30,2017-12-09T00:00:00+05:30,17-379493,705261-9,36.0,17.0,1
3656,"W/o. Poovappa, Bankody House, Golithottu Village, Puttur",621623,1,Puttur,Nelyady,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,446680,2018-09-14T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-14T00:00:00+05:30,5-446680,621623-1,38.0,5.0,1
3657,YARABNAGARA,590680,11,Ramanagara,RAMANAGARA,9000,Solar Light Selco,EH2HLS,2 LED Light,SKDRDP,SELCO,101528,2018-01-04T00:00:00+05:30,2018-01-11T00:00:00+05:30,2018-01-04T00:00:00+05:30,147-101528,590680-11,35.0,136.0,1
3658,Nagavalli,3444,2,Tumkur,Hebbur,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,118046,2018-09-10T00:00:00+05:30,2018-09-13T00:00:00+05:30,2018-09-10T00:00:00+05:30,61-118046,3444-2,38.0,59.0,1
3659,Yariyuru,245595,15,Gundlupet,BOMMALAPURA,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,144956,2018-01-20T00:00:00+05:30,2018-01-24T00:00:00+05:30,2018-01-20T00:00:00+05:30,75-144956,245595-15,38.0,72.0,1
3660,Hadalgi,961989,9,Aland,Madan Hipparaga,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,68660,2019-03-02T00:00:00+05:30,2019-03-05T00:00:00+05:30,2019-03-02T00:00:00+05:30,163-68660,961989-9,38.0,151.0,1
3661,Sedam (TMC),990118,10,Sedam,Sedam,2350,Greenway Jumbo Stove GJS1,GJS1,,SKDRDP,Greenway Grameena Infra,85596,2018-09-10T00:00:00+05:30,2018-09-17T00:00:00+05:30,2018-09-10T00:00:00+05:30,169-85596,990118-10,38.0,157.0,1
